,name,sample1,sample2,sample3,sample4,sample5,date,date_delta,measure1,measure2
290,20140109_sample1,1.0,0.0,0.0,0.0,0.0,2014-01-09,2634,28.0,13.0
291,20190506_sample1,1.0,0.0,0.0,0.0,0.0,2019-05-06,691,35.0,16.0
292,20150609_sample4,0.0,0.0,0.0,1.0,0.0,2015-06-09,2118,56.0,237.5
293,20010308_sample5,0.0,0.0,0.0,0.0,1.0,2001-03-08,7324,42.75,240.0
294,20180311_sample3,0.0,0.0,1.0,0.0,0.0,2018-03-11,1112,48.0,160.0
295,20040624_sample1,1.0,0.0,0.0,0.0,0.0,2004-06-24,6120,11.0,16.0
296,20121017_sample3,0.0,0.0,1.0,0.0,0.0,2012-10-17,3083,40.5,130.0
297,20130708_sample5,0.0,0.0,0.0,0.0,1.0,2013-07-08,2819,56.25,285.0
298,20030422_sample4,0.0,0.0,0.0,1.0,0.0,2003-04-22,6549,28.0,137.5
299,20050917_sample3,0.0,0.0,1.0,0.0,0.0,2005-09-17,5670,15.0,130.0
300,20100819_sample3,0.0,0.0,1.0,0.0,0.0,2010-08-19,3873,28.5,190.0
301,20100218_sample4,0.0,0.0,0.0,1.0,0.0,2010-02-18,4055,42.0,250.0
302,20150716_sample4,0.0,0.0,0.0,1.0,0.0,2015-07-16,2081,50.0,250.0
303,20040108_sample1,1.0,0.0,0.0,0.0,0.0,2004-01-08,6288,10.0,14.0
304,20071009_sample2,0.0,1.0,0.0,0.0,0.0,2007-10-09,4918,20.0,105.0
305,20160519_sample4,0.0,0.0,0.0,1.0,0.0,2016-05-19,1773,66.0,150.0
306,20150805_sample4,0.0,0.0,0.0,1.0,0.0,2015-08-05,2061,56.0,175.0
307,20140517_sample3,0.0,0.0,1.0,0.0,0.0,2014-05-17,2506,40.5,130.0
308,20111123_sample2,0.0,1.0,0.0,0.0,0.0,2011-11-23,3412,31.25,82.5
309,20130524_sample4,0.0,0.0,0.0,1.0,0.0,2013-05-24,2864,52.0,125.0
310,20190827_sample3,0.0,0.0,1.0,0.0,0.0,2019-08-27,578,52.5,130.0
311,20151013_sample1,1.0,0.0,0.0,0.0,0.0,2015-10-13,1992,26.0,14.0
312,20071011_sample1,1.0,0.0,0.0,0.0,0.0,2007-10-11,4916,24.0,12.0
313,20130920_sample5,0.0,0.0,0.0,0.0,1.0,2013-09-20,2745,58.5,180.0
314,20011123_sample4,0.0,0.0,0.0,1.0,0.0,2001-11-23,7064,40.0,150.0
315,20140415_sample5,0.0,0.0,0.0,0.0,1.0,2014-04-15,2538,65.25,210.0
316,20150806_sample3,0.0,0.0,1.0,0.0,0.0,2015-08-06,2060,43.5,160.0
317,20070611_sample1,1.0,0.0,0.0,0.0,0.0,2007-06-11,5038,24.0,16.0
318,20030622_sample1,1.0,0.0,0.0,0.0,0.0,2003-06-22,6488,11.0,14.0
319,20140907_sample3,0.0,0.0,1.0,0.0,0.0,2014-09-07,2393,45.0,110.0
320,20010707_sample4,0.0,0.0,0.0,1.0,0.0,2001-07-07,7203,26.0,225.0
321,20010610_sample3,0.0,0.0,1.0,0.0,0.0,2001-06-10,7230,22.5,130.0
322,20070824_sample2,0.0,1.0,0.0,0.0,0.0,2007-08-24,4964,28.75,75.0
323,20070123_sample5,0.0,0.0,0.0,0.0,1.0,2007-01-23,5177,40.5,285.0
324,20010719_sample1,1.0,0.0,0.0,0.0,0.0,2001-07-19,7191,14.0,16.0
325,20080721_sample5,0.0,0.0,0.0,0.0,1.0,2008-07-21,4632,36.0,240.0
326,20000814_sample4,0.0,0.0,0.0,1.0,0.0,2000-08-14,7530,20.0,212.5
327,20041016_sample3,0.0,0.0,1.0,0.0,0.0,2004-10-16,6006,22.5,130.0
328,20061226_sample4,0.0,0.0,0.0,1.0,0.0,2006-12-26,5205,40.0,150.0
329,20040303_sample4,0.0,0.0,0.0,1.0,0.0,2004-03-03,6233,20.0,200.0
330,20060506_sample5,0.0,0.0,0.0,0.0,1.0,2006-05-06,5439,33.75,270.0
331,20200714_sample1,1.0,0.0,0.0,0.0,0.0,2020-07-14,256,32.0,12.0
332,20020323_sample3,0.0,0.0,1.0,0.0,0.0,2002-03-23,6944,19.5,140.0
333,20110201_sample3,0.0,0.0,1.0,0.0,0.0,2011-02-01,3707,40.5,170.0
334,20091112_sample4,0.0,0.0,0.0,1.0,0.0,2009-11-12,4153,48.0,225.0
335,20180916_sample5,0.0,0.0,0.0,0.0,1.0,2018-09-16,923,76.5,270.0
336,20131014_sample2,0.0,1.0,0.0,0.0,0.0,2013-10-14,2721,31.25,135.0
337,20040807_sample5,0.0,0.0,0.0,0.0,1.0,2004-08-07,6076,33.75,285.0
338,20040207_sample2,0.0,1.0,0.0,0.0,0.0,2004-02-07,6258,22.5,135.0
339,20081019_sample5,0.0,0.0,0.0,0.0,1.0,2008-10-19,4542,47.25,165.0
340,20091004_sample2,0.0,1.0,0.0,0.0,0.0,2009-10-04,4192,27.5,82.5
341,20000622_sample3,0.0,0.0,1.0,0.0,0.0,2000-06-22,7583,27.0,150.0
342,20070522_sample5,0.0,0.0,0.0,0.0,1.0,2007-05-22,5058,33.75,270.0
343,20170911_sample3,0.0,0.0,1.0,0.0,0.0,2017-09-11,1293,46.5,130.0
344,20181028_sample1,1.0,0.0,0.0,0.0,0.0,2018-10-28,881,31.0,20.0
345,20140416_sample5,0.0,0.0,0.0,0.0,1.0,2014-04-16,2537,60.75,255.0
346,20060520_sample3,0.0,0.0,1.0,0.0,0.0,2006-05-20,5425,22.5,190.0
347,20080101_sample3,0.0,0.0,1.0,0.0,0.0,2008-01-01,4834,24.0,110.0
348,20030716_sample3,0.0,0.0,1.0,0.0,0.0,2003-07-16,6464,25.5,100.0
349,20161023_sample5,0.0,0.0,0.0,0.0,1.0,2016-10-23,1616,67.5,300.0
350,20180618_sample2,0.0,1.0,0.0,0.0,0.0,2018-06-18,1013,41.25,127.5
351,20150214_sample1,1.0,0.0,0.0,0.0,0.0,2015-02-14,2233,28.0,19.0
352,20130906_sample4,0.0,0.0,0.0,1.0,0.0,2013-09-06,2759,54.0,125.0
353,20040311_sample1,1.0,0.0,0.0,0.0,0.0,2004-03-11,6225,12.0,18.0
354,20040301_sample4,0.0,0.0,0.0,1.0,0.0,2004-03-01,6235,20.0,212.5
355,20171028_sample4,0.0,0.0,0.0,1.0,0.0,2017-10-28,1246,64.0,150.0
356,20030717_sample3,0.0,0.0,1.0,0.0,0.0,2003-07-17,6463,22.5,140.0
357,20151107_sample4,0.0,0.0,0.0,1.0,0.0,2015-11-07,1967,56.0,250.0
358,20080426_sample2,0.0,1.0,0.0,0.0,0.0,2008-04-26,4718,30.0,127.5
359,20110806_sample4,0.0,0.0,0.0,1.0,0.0,2011-08-06,3521,60.0,250.0
360,20090425_sample1,1.0,0.0,0.0,0.0,0.0,2009-04-25,4354,22.0,15.0
361,20141020_sample4,0.0,0.0,0.0,1.0,0.0,2014-10-20,2350,56.0,237.5
362,20040717_sample2,0.0,1.0,0.0,0.0,0.0,2004-07-17,6097,12.5,105.0
363,20060411_sample2,0.0,1.0,0.0,0.0,0.0,2006-04-11,5464,31.25,135.0
364,20040703_sample4,0.0,0.0,0.0,1.0,0.0,2004-07-03,6111,30.0,175.0
365,20171016_sample4,0.0,0.0,0.0,1.0,0.0,2017-10-16,1258,66.0,187.5
366,20101204_sample4,0.0,0.0,0.0,1.0,0.0,2010-12-04,3766,38.0,162.5
367,20031225_sample3,0.0,0.0,1.0,0.0,0.0,2003-12-25,6302,18.0,170.0
368,20070823_sample4,0.0,0.0,0.0,1.0,0.0,2007-08-23,4965,40.0,212.5
369,20150305_sample4,0.0,0.0,0.0,1.0,0.0,2015-03-05,2214,56.0,250.0
370,20080323_sample5,0.0,0.0,0.0,0.0,1.0,2008-03-23,4752,38.25,165.0
371,20060416_sample1,1.0,0.0,0.0,0.0,0.0,2006-04-16,5459,23.0,13.0
372,20090519_sample3,0.0,0.0,1.0,0.0,0.0,2009-05-19,4330,36.0,190.0
373,20200809_sample4,0.0,0.0,0.0,1.0,0.0,2020-08-09,230,64.0,237.5
374,20001004_sample2,0.0,1.0,0.0,0.0,0.0,2000-10-04,7479,12.5,142.5
375,20031027_sample5,0.0,0.0,0.0,0.0,1.0,2003-10-27,6361,45.0,225.0
376,20030527_sample4,0.0,0.0,0.0,1.0,0.0,2003-05-27,6514,36.0,250.0
377,20000305_sample2,0.0,1.0,0.0,0.0,0.0,2000-03-05,7692,16.25,142.5
378,20030910_sample1,1.0,0.0,0.0,0.0,0.0,2003-09-10,6408,14.0,16.0
379,20150611_sample4,0.0,0.0,0.0,1.0,0.0,2015-06-11,2116,58.0,225.0
380,20180409_sample3,0.0,0.0,1.0,0.0,0.0,2018-04-09,1083,49.5,100.0
381,20120707_sample1,1.0,0.0,0.0,0.0,0.0,2012-07-07,3185,26.0,16.0
382,20080407_sample1,1.0,0.0,0.0,0.0,0.0,2008-04-07,4737,21.0,20.0
383,20130917_sample2,0.0,1.0,0.0,0.0,0.0,2013-09-17,2748,37.5,90.0
384,20061025_sample4,0.0,0.0,0.0,1.0,0.0,2006-10-25,5267,38.0,125.0
385,20200224_sample2,0.0,1.0,0.0,0.0,0.0,2020-02-24,397,37.5,105.0
386,20040408_sample3,0.0,0.0,1.0,0.0,0.0,2004-04-08,6197,22.5,130.0
387,20100225_sample4,0.0,0.0,0.0,1.0,0.0,2010-02-25,4048,38.0,175.0
388,20151218_sample5,0.0,0.0,0.0,0.0,1.0,2015-12-18,1926,67.5,225.0
389,20080922_sample5,0.0,0.0,0.0,0.0,1.0,2008-09-22,4569,38.25,255.0
390,20171018_sample3,0.0,0.0,1.0,0.0,0.0,2017-10-18,1256,48.0,120.0
391,20160216_sample2,0.0,1.0,0.0,0.0,0.0,2016-02-16,1866,43.75,142.5
392,20120606_sample4,0.0,0.0,0.0,1.0,0.0,2012-06-06,3216,54.0,125.0
393,20091004_sample2,0.0,1.0,0.0,0.0,0.0,2009-10-04,4192,31.25,82.5
394,20010615_sample5,0.0,0.0,0.0,0.0,1.0,2001-06-15,7225,22.5,285.0
395,20191110_sample4,0.0,0.0,0.0,1.0,0.0,2019-11-10,503,64.0,137.5
396,20181217_sample4,0.0,0.0,0.0,1.0,0.0,2018-12-17,831,70.0,175.0
397,20081101_sample1,1.0,0.0,0.0,0.0,0.0,2008-11-01,4529,23.0,18.0
398,20000328_sample5,0.0,0.0,0.0,0.0,1.0,2000-03-28,7669,31.5,285.0
399,20130523_sample1,1.0,0.0,0.0,0.0,0.0,2013-05-23,2865,27.0,18.0
400,20140407_sample4,0.0,0.0,0.0,1.0,0.0,2014-04-07,2546,54.0,212.5
401,20050525_sample1,1.0,0.0,0.0,0.0,0.0,2005-05-25,5785,13.0,15.0
402,20060715_sample5,0.0,0.0,0.0,0.0,1.0,2006-07-15,5369,42.75,195.0
403,20031103_sample3,0.0,0.0,1.0,0.0,0.0,2003-11-03,6354,15.0,170.0
404,20170521_sample5,0.0,0.0,0.0,0.0,1.0,2017-05-21,1406,74.25,285.0
405,20060628_sample3,0.0,0.0,1.0,0.0,0.0,2006-06-28,5386,25.5,160.0
406,20080326_sample5,0.0,0.0,0.0,0.0,1.0,2008-03-26,4749,51.75,300.0
407,20131209_sample2,0.0,1.0,0.0,0.0,0.0,2013-12-09,2665,35.0,97.5
408,20130114_sample3,0.0,0.0,1.0,0.0,0.0,2013-01-14,2994,45.0,130.0
409,20130912_sample4,0.0,0.0,0.0,1.0,0.0,2013-09-12,2753,60.0,250.0
410,20110516_sample4,0.0,0.0,0.0,1.0,0.0,2011-05-16,3603,52.0,212.5
411,20010902_sample1,1.0,0.0,0.0,0.0,0.0,2001-09-02,7146,19.0,11.0
412,20091003_sample4,0.0,0.0,0.0,1.0,0.0,2009-10-03,4193,44.0,162.5
413,20080804_sample1,1.0,0.0,0.0,0.0,0.0,2008-08-04,4618,21.0,13.0
414,20190607_sample5,0.0,0.0,0.0,0.0,1.0,2019-06-07,659,69.75,240.0
415,20060314_sample3,0.0,0.0,1.0,0.0,0.0,2006-03-14,5492,33.0,180.0
416,20040509_sample2,0.0,1.0,0.0,0.0,0.0,2004-05-09,6166,22.5,75.0
417,20180413_sample2,0.0,1.0,0.0,0.0,0.0,2018-04-13,1079,37.5,75.0
418,20021107_sample3,0.0,0.0,1.0,0.0,0.0,2002-11-07,6715,27.0,110.0
419,20130517_sample3,0.0,0.0,1.0,0.0,0.0,2013-05-17,2871,42.0,140.0
420,20051018_sample3,0.0,0.0,1.0,0.0,0.0,2005-10-18,5639,24.0,120.0
421,20020407_sample4,0.0,0.0,0.0,1.0,0.0,2002-04-07,6929,34.0,162.5
422,20140626_sample4,0.0,0.0,0.0,1.0,0.0,2014-06-26,2466,60.0,187.5
423,20011001_sample1,1.0,0.0,0.0,0.0,0.0,2001-10-01,7117,20.0,14.0
424,20110726_sample1,1.0,0.0,0.0,0.0,0.0,2011-07-26,3532,26.0,18.0
425,20100301_sample3,0.0,0.0,1.0,0.0,0.0,2010-03-01,4044,25.5,140.0
426,20130128_sample5,0.0,0.0,0.0,0.0,1.0,2013-01-28,2980,67.5,300.0
427,20180512_sample1,1.0,0.0,0.0,0.0,0.0,2018-05-12,1050,31.0,11.0
428,20140411_sample1,1.0,0.0,0.0,0.0,0.0,2014-04-11,2542,27.0,19.0
429,20100209_sample2,0.0,1.0,0.0,0.0,0.0,2010-02-09,4064,23.75,82.5
430,20060314_sample1,1.0,0.0,0.0,0.0,0.0,2006-03-14,5492,19.0,12.0
431,20130604_sample3,0.0,0.0,1.0,0.0,0.0,2013-06-04,2853,37.5,120.0
432,20000114_sample5,0.0,0.0,0.0,0.0,1.0,2000-01-14,7743,22.5,255.0
433,20140316_sample3,0.0,0.0,1.0,0.0,0.0,2014-03-16,2568,43.5,140.0
434,20100402_sample2,0.0,1.0,0.0,0.0,0.0,2010-04-02,4012,28.75,120.0
435,20080812_sample5,0.0,0.0,0.0,0.0,1.0,2008-08-12,4610,36.0,270.0
436,20020316_sample1,1.0,0.0,0.0,0.0,0.0,2002-03-16,6951,16.0,15.0
437,20001227_sample2,0.0,1.0,0.0,0.0,0.0,2000-12-27,7395,20.0,82.5
438,20141119_sample1,1.0,0.0,0.0,0.0,0.0,2014-11-19,2320,25.0,16.0
439,20010726_sample4,0.0,0.0,0.0,1.0,0.0,2001-07-26,7184,22.0,225.0
440,20130112_sample5,0.0,0.0,0.0,0.0,1.0,2013-01-12,2996,65.25,210.0
441,20100628_sample1,1.0,0.0,0.0,0.0,0.0,2010-06-28,3925,24.0,20.0
442,20030803_sample5,0.0,0.0,0.0,0.0,1.0,2003-08-03,6446,45.0,150.0
443,20150416_sample5,0.0,0.0,0.0,0.0,1.0,2015-04-16,2172,58.5,210.0
444,20170426_sample5,0.0,0.0,0.0,0.0,1.0,2017-04-26,1431,69.75,300.0
445,20120921_sample5,0.0,0.0,0.0,0.0,1.0,2012-09-21,3109,56.25,285.0
446,20201212_sample1,1.0,0.0,0.0,0.0,0.0,2020-12-12,105,30.0,12.0
447,20120606_sample3,0.0,0.0,1.0,0.0,0.0,2012-06-06,3216,42.0,100.0
448,20030521_sample1,1.0,0.0,0.0,0.0,0.0,2003-05-21,6520,18.0,17.0
449,20030905_sample3,0.0,0.0,1.0,0.0,0.0,2003-09-05,6413,28.5,140.0
450,20080621_sample5,0.0,0.0,0.0,0.0,1.0,2008-06-21,4662,56.25,180.0
451,20040822_sample1,1.0,0.0,0.0,0.0,0.0,2004-08-22,6061,10.0,16.0
452,20181001_sample4,0.0,0.0,0.0,1.0,0.0,2018-10-01,908,70.0,175.0
453,20040713_sample5,0.0,0.0,0.0,0.0,1.0,2004-07-13,6101,31.5,225.0
454,20070816_sample5,0.0,0.0,0.0,0.0,1.0,2007-08-16,4972,47.25,195.0
455,20060517_sample4,0.0,0.0,0.0,1.0,0.0,2006-05-17,5428,48.0,237.5
456,20010123_sample1,1.0,0.0,0.0,0.0,0.0,2001-01-23,7368,12.0,16.0
457,20011208_sample1,1.0,0.0,0.0,0.0,0.0,2001-12-08,7049,13.0,18.0
458,20200725_sample4,0.0,0.0,0.0,1.0,0.0,2020-07-25,245,70.0,225.0
459,20161009_sample4,0.0,0.0,0.0,1.0,0.0,2016-10-09,1630,62.0,212.5
460,20200921_sample5,0.0,0.0,0.0,0.0,1.0,2020-09-21,187,76.5,240.0
461,20100121_sample1,1.0,0.0,0.0,0.0,0.0,2010-01-21,4083,19.0,16.0
462,20131125_sample3,0.0,0.0,1.0,0.0,0.0,2013-11-25,2679,40.5,130.0
463,20001008_sample3,0.0,0.0,1.0,0.0,0.0,2000-10-08,7475,22.5,180.0
464,20201219_sample2,0.0,1.0,0.0,0.0,0.0,2020-12-19,98,40.0,97.5
465,20190809_sample4,0.0,0.0,0.0,1.0,0.0,2019-08-09,596,70.0,225.0
466,20170928_sample1,1.0,0.0,0.0,0.0,0.0,2017-09-28,1276,33.0,11.0
467,20001024_sample5,0.0,0.0,0.0,0.0,1.0,2000-10-24,7459,22.5,240.0
468,20040102_sample4,0.0,0.0,0.0,1.0,0.0,2004-01-02,6294,20.0,212.5
469,20110126_sample1,1.0,0.0,0.0,0.0,0.0,2011-01-26,3713,28.0,10.0
470,20190214_sample3,0.0,0.0,1.0,0.0,0.0,2019-02-14,772,51.0,180.0
471,20160624_sample1,1.0,0.0,0.0,0.0,0.0,2016-06-24,1737,31.0,15.0
472,20071003_sample1,1.0,0.0,0.0,0.0,0.0,2007-10-03,4924,23.0,16.0
473,20150413_sample2,0.0,1.0,0.0,0.0,0.0,2015-04-13,2175,36.25,90.0
474,20100327_sample3,0.0,0.0,1.0,0.0,0.0,2010-03-27,4018,31.5,180.0
475,20061017_sample1,1.0,0.0,0.0,0.0,0.0,2006-10-17,5275,16.0,13.0
476,20000404_sample1,1.0,0.0,0.0,0.0,0.0,2000-04-04,7662,12.0,14.0
477,20161119_sample4,0.0,0.0,0.0,1.0,0.0,2016-11-19,1589,64.0,237.5
478,20020313_sample1,1.0,0.0,0.0,0.0,0.0,2002-03-13,6954,13.0,15.0
479,20180623_sample1,1.0,0.0,0.0,0.0,0.0,2018-06-23,1008,32.0,14.0
480,20090720_sample3,0.0,0.0,1.0,0.0,0.0,2009-07-20,4268,31.5,160.0
481,20081006_sample5,0.0,0.0,0.0,0.0,1.0,2008-10-06,4555,54.0,255.0
482,20121106_sample2,0.0,1.0,0.0,0.0,0.0,2012-11-06,3063,35.0,150.0
483,20150116_sample3,0.0,0.0,1.0,0.0,0.0,2015-01-16,2262,40.5,170.0
484,20020105_sample1,1.0,0.0,0.0,0.0,0.0,2002-01-05,7021,17.0,17.0
485,20050508_sample1,1.0,0.0,0.0,0.0,0.0,2005-05-08,5802,11.0,20.0
486,20031105_sample2,0.0,1.0,0.0,0.0,0.0,2003-11-05,6352,21.25,120.0
487,20140201_sample4,0.0,0.0,0.0,1.0,0.0,2014-02-01,2611,60.0,250.0
488,20010614_sample3,0.0,0.0,1.0,0.0,0.0,2001-06-14,7226,18.0,140.0
489,20140117_sample1,1.0,0.0,0.0,0.0,0.0,2014-01-17,2626,26.0,20.0
490,20100318_sample2,0.0,1.0,0.0,0.0,0.0,2010-03-18,4027,23.75,97.5
491,20081225_sample3,0.0,0.0,1.0,0.0,0.0,2008-12-25,4475,22.5,180.0
492,20150821_sample3,0.0,0.0,1.0,0.0,0.0,2015-08-21,2045,42.0,190.0
493,20011205_sample5,0.0,0.0,0.0,0.0,1.0,2001-12-05,7052,27.0,255.0
494,20150918_sample1,1.0,0.0,0.0,0.0,0.0,2015-09-18,2017,25.0,17.0
495,20120509_sample1,1.0,0.0,0.0,0.0,0.0,2012-05-09,3244,30.0,11.0
496,20130426_sample3,0.0,0.0,1.0,0.0,0.0,2013-04-26,2892,40.5,140.0
497,20170812_sample5,0.0,0.0,0.0,0.0,1.0,2017-08-12,1323,74.25,240.0
498,20080314_sample2,0.0,1.0,0.0,0.0,0.0,2008-03-14,4761,18.75,135.0
499,20150817_sample3,0.0,0.0,1.0,0.0,0.0,2015-08-17,2049,42.0,100.0
500,20080418_sample4,0.0,0.0,0.0,1.0,0.0,2008-04-18,4726,32.0,187.5
501,20000621_sample2,0.0,1.0,0.0,0.0,0.0,2000-06-21,7584,12.5,112.5
502,20080521_sample5,0.0,0.0,0.0,0.0,1.0,2008-05-21,4693,40.5,195.0
503,20110718_sample4,0.0,0.0,0.0,1.0,0.0,2011-07-18,3540,60.0,137.5
504,20030609_sample1,1.0,0.0,0.0,0.0,0.0,2003-06-09,6501,16.0,18.0
505,20080104_sample5,0.0,0.0,0.0,0.0,1.0,2008-01-04,4831,36.0,285.0
506,20190412_sample5,0.0,0.0,0.0,0.0,1.0,2019-04-12,715,78.75,195.0
507,20060901_sample3,0.0,0.0,1.0,0.0,0.0,2006-09-01,5321,36.0,120.0
508,20111201_sample4,0.0,0.0,0.0,1.0,0.0,2011-12-01,3404,58.0,200.0
509,20180704_sample1,1.0,0.0,0.0,0.0,0.0,2018-07-04,997,32.0,20.0
510,20060224_sample1,1.0,0.0,0.0,0.0,0.0,2006-02-24,5510,25.0,19.0
511,20200106_sample3,0.0,0.0,1.0,0.0,0.0,2020-01-06,446,48.0,110.0
512,20081224_sample3,0.0,0.0,1.0,0.0,0.0,2008-12-24,4476,24.0,130.0
513,20010612_sample2,0.0,1.0,0.0,0.0,0.0,2001-06-12,7228,23.75,82.5
514,20100301_sample4,0.0,0.0,0.0,1.0,0.0,2010-03-01,4044,44.0,125.0
515,20181023_sample2,0.0,1.0,0.0,0.0,0.0,2018-10-23,886,38.75,112.5
516,20160720_sample3,0.0,0.0,1.0,0.0,0.0,2016-07-20,1711,45.0,140.0
517,20081028_sample1,1.0,0.0,0.0,0.0,0.0,2008-10-28,4533,22.0,14.0
518,20151204_sample2,0.0,1.0,0.0,0.0,0.0,2015-12-04,1940,37.5,150.0
519,20000421_sample1,1.0,0.0,0.0,0.0,0.0,2000-04-21,7645,20.0,12.0
520,20030127_sample4,0.0,0.0,0.0,1.0,0.0,2003-01-27,6634,38.0,237.5
521,20170612_sample4,0.0,0.0,0.0,1.0,0.0,2017-06-12,1384,60.0,225.0
522,20000827_sample2,0.0,1.0,0.0,0.0,0.0,2000-08-27,7517,25.0,142.5
523,20141113_sample2,0.0,1.0,0.0,0.0,0.0,2014-11-13,2326,33.75,150.0
524,20190717_sample5,0.0,0.0,0.0,0.0,1.0,2019-07-17,619,67.5,300.0
525,20061222_sample1,1.0,0.0,0.0,0.0,0.0,2006-12-22,5209,20.0,16.0
526,20030110_sample2,0.0,1.0,0.0,0.0,0.0,2003-01-10,6651,22.5,150.0
527,20090315_sample1,1.0,0.0,0.0,0.0,0.0,2009-03-15,4395,16.0,14.0
528,20170904_sample2,0.0,1.0,0.0,0.0,0.0,2017-09-04,1300,38.75,150.0
529,20100427_sample2,0.0,1.0,0.0,0.0,0.0,2010-04-27,3987,18.75,142.5
530,20160801_sample5,0.0,0.0,0.0,0.0,1.0,2016-08-01,1699,74.25,165.0
531,20151220_sample1,1.0,0.0,0.0,0.0,0.0,2015-12-20,1924,25.0,15.0
532,20010118_sample2,0.0,1.0,0.0,0.0,0.0,2001-01-18,7373,16.25,90.0
533,20080123_sample5,0.0,0.0,0.0,0.0,1.0,2008-01-23,4812,36.0,240.0
534,20100807_sample1,1.0,0.0,0.0,0.0,0.0,2010-08-07,3885,21.0,20.0
535,20150824_sample5,0.0,0.0,0.0,0.0,1.0,2015-08-24,2042,65.25,150.0
536,20000123_sample2,0.0,1.0,0.0,0.0,0.0,2000-01-23,7734,18.75,142.5
537,20071112_sample1,1.0,0.0,0.0,0.0,0.0,2007-11-12,4884,25.0,14.0
538,20081102_sample3,0.0,0.0,1.0,0.0,0.0,2008-11-02,4528,31.5,130.0
539,20070527_sample4,0.0,0.0,0.0,1.0,0.0,2007-05-27,5053,32.0,162.5
540,20010622_sample1,1.0,0.0,0.0,0.0,0.0,2001-06-22,7218,20.0,20.0
541,20080113_sample5,0.0,0.0,0.0,0.0,1.0,2008-01-13,4822,38.25,195.0
542,20100604_sample2,0.0,1.0,0.0,0.0,0.0,2010-06-04,3949,28.75,142.5
543,20080111_sample4,0.0,0.0,0.0,1.0,0.0,2008-01-11,4824,38.0,250.0
544,20100606_sample1,1.0,0.0,0.0,0.0,0.0,2010-06-06,3947,17.0,11.0
545,20170302_sample2,0.0,1.0,0.0,0.0,0.0,2017-03-02,1486,42.5,142.5
546,20110503_sample2,0.0,1.0,0.0,0.0,0.0,2011-05-03,3616,33.75,112.5
547,20000119_sample4,0.0,0.0,0.0,1.0,0.0,2000-01-19,7738,24.0,250.0
548,20120824_sample5,0.0,0.0,0.0,0.0,1.0,2012-08-24,3137,60.75,165.0
549,20170926_sample2,0.0,1.0,0.0,0.0,0.0,2017-09-26,1278,43.75,127.5
550,20000228_sample1,1.0,0.0,0.0,0.0,0.0,2000-02-28,7698,13.0,18.0
551,20060410_sample1,1.0,0.0,0.0,0.0,0.0,2006-04-10,5465,18.0,14.0
552,20150820_sample4,0.0,0.0,0.0,1.0,0.0,2015-08-20,2046,58.0,175.0
553,20090804_sample4,0.0,0.0,0.0,1.0,0.0,2009-08-04,4253,34.0,187.5
554,20171224_sample3,0.0,0.0,1.0,0.0,0.0,2017-12-24,1189,52.5,130.0
555,20031228_sample1,1.0,0.0,0.0,0.0,0.0,2003-12-28,6299,13.0,16.0
556,20040119_sample2,0.0,1.0,0.0,0.0,0.0,2004-01-19,6277,23.75,120.0
557,20180103_sample3,0.0,0.0,1.0,0.0,0.0,2018-01-03,1179,52.5,170.0
558,20201126_sample2,0.0,1.0,0.0,0.0,0.0,2020-11-26,121,42.5,105.0
559,20200214_sample2,0.0,1.0,0.0,0.0,0.0,2020-02-14,407,37.5,82.5
560,20090919_sample5,0.0,0.0,0.0,0.0,1.0,2009-09-19,4207,45.0,150.0
561,20051109_sample4,0.0,0.0,0.0,1.0,0.0,2005-11-09,5617,32.0,175.0
562,20180624_sample4,0.0,0.0,0.0,1.0,0.0,2018-06-24,1007,60.0,187.5
563,20021119_sample2,0.0,1.0,0.0,0.0,0.0,2002-11-19,6703,13.75,75.0
564,20131205_sample3,0.0,0.0,1.0,0.0,0.0,2013-12-05,2669,39.0,120.0
565,20130402_sample4,0.0,0.0,0.0,1.0,0.0,2013-04-02,2916,52.0,187.5
566,20110502_sample2,0.0,1.0,0.0,0.0,0.0,2011-05-02,3617,35.0,90.0
567,20100204_sample4,0.0,0.0,0.0,1.0,0.0,2010-02-04,4069,34.0,250.0
568,20090624_sample1,1.0,0.0,0.0,0.0,0.0,2009-06-24,4294,20.0,10.0
569,20000501_sample1,1.0,0.0,0.0,0.0,0.0,2000-05-01,7635,18.0,14.0
570,20080913_sample1,1.0,0.0,0.0,0.0,0.0,2008-09-13,4578,25.0,16.0
571,20010708_sample1,1.0,0.0,0.0,0.0,0.0,2001-07-08,7202,12.0,16.0
572,20000523_sample2,0.0,1.0,0.0,0.0,0.0,2000-05-23,7613,18.75,127.5
573,20010827_sample4,0.0,0.0,0.0,1.0,0.0,2001-08-27,7152,40.0,150.0
574,20080123_sample2,0.0,1.0,0.0,0.0,0.0,2008-01-23,4812,18.75,142.5
575,20060820_sample3,0.0,0.0,1.0,0.0,0.0,2006-08-20,5333,28.5,190.0
576,20100114_sample1,1.0,0.0,0.0,0.0,0.0,2010-01-14,4090,17.0,17.0
577,20040924_sample3,0.0,0.0,1.0,0.0,0.0,2004-09-24,6028,15.0,190.0
578,20000827_sample3,0.0,0.0,1.0,0.0,0.0,2000-08-27,7517,28.5,200.0
579,20100116_sample4,0.0,0.0,0.0,1.0,0.0,2010-01-16,4088,34.0,125.0
580,20120912_sample4,0.0,0.0,0.0,1.0,0.0,2012-09-12,3118,60.0,250.0
